pago_id,metodo_pago,total,descuento,copago,fecha_pago,estado_pago
7430,Efectivo,1451.6,199.51,18.47,2023-09-28,Anulado
7431,Tarjeta,271.35,219.55,51.94,2024-06-26,Anulado
7432,Tarjeta,1254.78,42.23,64.81,2025-01-31,Pendiente
7433,Transferencia,659.64,142.76,92.4,2025-05-01,Pendiente
7434,Seguro,1304.77,97.56,83.08,2023-10-31,Pendiente
7435,Efectivo,1453.03,88.06,28.29,2024-09-17,Pendiente
7436,Efectivo,1336.89,132.39,47.63,2024-10-19,Anulado
7437,Transferencia,683.96,103.35,33.88,2024-06-09,Anulado
7438,Seguro,846.26,118.34,29.93,2025-02-04,Pagado
7439,Tarjeta,451.71,134.53,24.21,2024-07-25,Pendiente
7440,Tarjeta,1278.82,185.08,55.95,2024-04-03,Pendiente
7441,Efectivo,627.84,43.32,66.7,2024-12-04,Pendiente
7442,Tarjeta,523.04,25.94,46.69,2023-06-28,Anulado
7443,Seguro,398.77,298.16,6.8,2024-02-18,Pendiente
7444,Seguro,1014.45,132.4,44.49,2023-08-21,Pendiente
7445,Tarjeta,897.08,197.68,7.73,2023-05-29,Pagado
7446,Tarjeta,147.61,161.06,85.26,2024-04-16,Pagado
7447,Seguro,755.35,170.56,41.82,2023-05-25,Pagado
7448,Seguro,1017.68,151.65,52.19,2023-11-23,Pendiente
7449,Seguro,1018.05,234.82,73.04,2023-09-19,Pagado
7450,Efectivo,529.24,210.87,66.47,2023-07-14,Pendiente
7451,Seguro,825.73,88.81,17.54,2024-10-26,Pagado
7452,Seguro,353.4,231.49,33.05,2024-11-16,Anulado
7453,Seguro,1293.46,231.57,34.61,2025-01-27,Pagado
7454,Tarjeta,142.34,267.65,67.67,2025-03-25,Pagado
7455,Tarjeta,961.51,150.54,84.18,2024-02-29,Anulado
7456,Efectivo,820.89,249.25,43.02,2023-10-23,Anulado
7457,Seguro,506.64,32.41,63.9,2024-12-20,Pendiente
7458,Seguro,1221.27,235.0,10.25,2024-03-27,Pagado
7459,Transferencia,871.68,184.22,46.31,2024-08-07,Pagado
7460,Transferencia,585.91,260.12,18.4,2024-06-27,Pendiente
7461,Efectivo,1120.05,78.89,38.58,2024-11-28,Pendiente
7462,Transferencia,273.56,197.43,73.56,2024-04-27,Pendiente
7463,Seguro,863.79,289.8,96.81,2024-01-26,Pagado
7464,Transferencia,216.38,162.9,13.96,2024-07-05,Pagado
7465,Tarjeta,1207.26,138.94,12.43,2023-08-18,Pagado
7466,Efectivo,775.71,17.96,8.23,2024-04-25,Pendiente
7467,Efectivo,96.22,229.44,53.36,2024-05-24,Pendiente
7468,Transferencia,1232.53,99.86,44.66,2024-10-22,Pendiente
7469,Tarjeta,470.66,193.56,14.97,2024-12-27,Pagado
7470,Tarjeta,1331.0,20.49,12.74,2024-01-18,Anulado
7471,Efectivo,847.21,246.99,24.1,2024-12-26,Pendiente
7472,Transferencia,954.34,74.69,58.76,2024-10-21,Anulado
7473,Efectivo,810.34,117.01,51.59,2024-11-04,Pendiente
7474,Tarjeta,250.4,294.15,45.32,2025-03-28,Pendiente
7475,Transferencia,1147.57,128.1,47.42,2025-03-28,Anulado
7476,Tarjeta,726.05,187.54,25.94,2023-10-22,Pendiente
7477,Seguro,1281.51,157.57,34.77,2024-07-07,Anulado
7478,Efectivo,922.75,113.88,93.0,2024-04-21,Pagado
7479,Transferencia,727.69,59.53,5.47,2023-08-15,Pendiente
7480,Tarjeta,1386.78,127.71,40.55,2024-12-17,Pendiente
7481,Seguro,307.3,80.28,75.91,2025-02-19,Pendiente
7482,Tarjeta,169.05,218.36,68.43,2025-03-17,Pagado
7483,Efectivo,889.87,51.83,30.57,2024-01-28,Pagado
7484,Efectivo,903.89,27.61,8.0,2024-03-05,Pagado
7485,Efectivo,313.42,225.57,34.12,2023-07-03,Pagado
7486,Tarjeta,985.87,152.34,7.83,2023-11-03,Pendiente
7487,Transferencia,96.47,87.2,10.82,2023-09-01,Pendiente
7488,Transferencia,289.5,68.98,0.79,2025-04-11,Anulado
7489,Seguro,772.33,111.54,61.45,2024-12-18,Pagado
7490,Tarjeta,305.06,289.19,43.09,2023-05-28,Pendiente
7491,Tarjeta,466.06,261.71,50.95,2023-12-18,Pendiente
7492,Tarjeta,283.11,140.31,25.66,2024-10-24,Anulado
7493,Transferencia,662.21,298.96,21.92,2024-08-19,Pagado
7494,Tarjeta,253.47,295.31,54.48,2023-06-01,Anulado
7495,Transferencia,1225.95,72.81,71.53,2023-08-27,Pendiente
7496,Tarjeta,129.93,106.66,34.29,2024-10-30,Pagado
7497,Efectivo,950.41,265.63,27.76,2024-07-04,Pendiente
7498,Seguro,841.01,41.58,20.6,2024-06-29,Pagado
7499,Efectivo,266.42,285.79,36.57,2023-08-27,Anulado
7500,Tarjeta,1116.4,50.52,20.6,2025-03-31,Pendiente
7501,Efectivo,437.49,38.28,77.56,2024-10-25,Pendiente
7502,Seguro,80.07,123.77,90.3,2024-06-11,Pendiente
7503,Seguro,1255.84,211.04,73.05,2023-06-24,Anulado
7504,Tarjeta,1270.39,90.04,89.76,2023-07-11,Pendiente
7505,Transferencia,1117.39,284.86,32.59,2024-08-04,Anulado
7506,Seguro,150.63,69.17,11.02,2024-12-31,Anulado
7507,Seguro,1210.6,250.15,21.09,2023-10-09,Anulado
7508,Efectivo,239.25,47.19,80.43,2023-11-15,Pendiente
7509,Seguro,1334.75,171.57,27.98,2025-03-09,Pendiente
7510,Transferencia,588.21,64.12,9.95,2023-07-18,Pagado
7511,Efectivo,328.95,103.86,67.93,2023-06-30,Anulado
7512,Seguro,246.1,57.12,18.74,2023-10-23,Pendiente
7513,Transferencia,99.97,56.19,63.38,2024-12-26,Anulado
7514,Tarjeta,613.86,55.28,74.59,2023-08-14,Pagado
7515,Tarjeta,847.2,131.66,16.24,2025-02-04,Anulado
7516,Efectivo,758.49,130.41,41.42,2025-02-26,Anulado
7517,Transferencia,875.21,148.09,37.88,2024-03-22,Anulado
7518,Transferencia,889.28,186.15,72.81,2024-04-16,Anulado
7519,Efectivo,866.64,121.41,63.06,2024-01-14,Pendiente
7520,Tarjeta,1130.42,298.51,23.97,2023-05-16,Pendiente
7521,Tarjeta,323.91,99.99,2.66,2025-03-31,Pagado
7522,Efectivo,1299.96,264.8,98.78,2024-02-06,Pendiente
7523,Efectivo,1045.38,288.16,4.01,2024-01-21,Pagado
7524,Tarjeta,235.35,16.52,23.58,2023-07-24,Anulado
7525,Tarjeta,111.65,175.93,57.59,2024-02-11,Pendiente
7526,Seguro,1479.54,14.79,57.12,2024-10-19,Pagado
7527,Transferencia,665.77,21.27,44.7,2025-03-08,Pagado
7528,Efectivo,464.71,259.0,18.14,2024-06-18,Pendiente
7529,Transferencia,1350.55,184.15,9.96,2024-09-17,Pagado
7530,Seguro,327.61,13.19,39.22,2024-04-18,Pendiente
7531,Efectivo,1117.52,154.47,62.96,2025-02-18,Anulado
7532,Transferencia,719.97,128.88,3.87,2024-12-29,Pendiente
7533,Tarjeta,225.62,5.97,82.92,2024-06-26,Pendiente
7534,Efectivo,272.91,91.61,87.04,2023-12-30,Pagado
7535,Seguro,1242.36,285.61,12.66,2023-12-15,Pendiente
7536,Efectivo,1403.1,208.5,34.95,2023-08-10,Pendiente
7537,Efectivo,1008.5,283.12,60.84,2024-04-01,Pendiente
7538,Transferencia,675.34,89.93,53.69,2025-04-03,Pendiente
7539,Seguro,625.0,190.64,66.01,2024-11-11,Anulado
7540,Transferencia,647.02,257.08,12.01,2023-05-14,Pagado
7541,Transferencia,62.12,1.51,90.4,2023-07-12,Pagado
7542,Efectivo,357.0,282.23,44.36,2024-04-10,Pagado
7543,Seguro,790.34,146.73,9.76,2023-12-03,Pendiente
7544,Tarjeta,786.08,53.49,95.88,2024-09-07,Pagado
7545,Transferencia,1278.27,282.46,68.51,2024-11-15,Anulado
7546,Tarjeta,373.64,128.25,77.06,2024-11-19,Pagado
7547,Tarjeta,1312.84,62.72,23.53,2023-10-06,Pendiente
7548,Efectivo,217.63,82.78,47.07,2024-10-11,Pendiente
7549,Transferencia,719.64,299.76,99.87,2024-12-11,Pendiente
7550,Efectivo,111.33,195.45,3.57,2024-09-27,Pendiente
7551,Efectivo,1286.05,36.77,89.72,2024-03-24,Pagado
7552,Transferencia,774.39,225.65,62.31,2025-03-03,Anulado
7553,Tarjeta,1437.75,152.46,57.79,2024-02-01,Pendiente
7554,Efectivo,236.17,291.16,64.21,2024-11-11,Pendiente
7555,Tarjeta,174.98,96.01,69.93,2024-10-19,Anulado
7556,Transferencia,1030.31,14.35,1.89,2024-03-20,Pendiente
7557,Transferencia,772.5,101.54,32.85,2023-05-30,Anulado
7558,Tarjeta,208.99,278.69,22.34,2025-02-07,Anulado
7559,Tarjeta,1409.69,147.36,66.53,2025-04-28,Anulado
7560,Transferencia,448.19,116.45,93.28,2025-01-17,Pendiente
7561,Efectivo,202.83,59.41,54.17,2023-05-17,Pagado
7562,Transferencia,1086.62,271.75,29.83,2025-03-08,Pagado
7563,Transferencia,306.6,67.73,95.11,2025-05-02,Anulado
7564,Transferencia,1486.67,136.07,6.57,2025-02-04,Pendiente
7565,Tarjeta,381.38,261.13,66.11,2024-10-18,Pagado
7566,Efectivo,662.24,57.78,4.42,2025-04-03,Pendiente
7567,Seguro,170.23,141.89,23.3,2024-12-22,Anulado
7568,Efectivo,824.3,263.52,16.5,2024-07-26,Anulado
7569,Seguro,728.42,125.52,77.46,2023-11-10,Anulado
7570,Efectivo,679.7,6.61,11.58,2023-09-14,Pendiente
7571,Seguro,65.49,290.89,38.42,2024-06-10,Pagado
7572,Efectivo,1238.8,257.93,18.69,2023-05-26,Anulado
7573,Tarjeta,1302.14,211.84,98.7,2024-09-27,Pendiente
7574,Seguro,491.12,108.31,80.89,2024-03-29,Pagado
7575,Seguro,516.57,296.59,69.11,2024-09-19,Pagado
7576,Efectivo,1438.76,173.48,98.19,2024-10-18,Pagado
7577,Seguro,1483.31,28.33,68.6,2023-06-03,Pagado
7578,Seguro,513.66,118.41,43.2,2024-11-19,Pendiente
7579,Transferencia,1006.39,239.58,95.94,2023-12-16,Pendiente
7580,Tarjeta,300.19,124.81,82.73,2024-06-10,Anulado
7581,Tarjeta,540.58,102.94,77.38,2023-09-17,Pagado
7582,Efectivo,337.32,249.93,53.47,2025-02-15,Anulado
7583,Seguro,583.95,187.92,95.4,2025-01-05,Pendiente
7584,Transferencia,944.8,215.71,86.23,2024-02-12,Anulado
7585,Transferencia,1272.08,87.08,55.75,2024-01-07,Anulado
7586,Tarjeta,1385.89,268.1,83.38,2023-09-17,Pagado
7587,Seguro,1100.89,49.08,45.28,2023-08-17,Pendiente
7588,Tarjeta,468.41,149.01,83.53,2025-04-18,Anulado
7589,Tarjeta,249.64,287.19,7.9,2023-08-18,Anulado
7590,Efectivo,609.86,142.15,89.86,2024-09-24,Pendiente
7591,Seguro,1014.93,35.76,22.59,2024-01-23,Pagado
7592,Tarjeta,127.24,274.92,87.17,2025-04-09,Pendiente
7593,Efectivo,772.25,95.8,75.69,2024-08-08,Pendiente
7594,Efectivo,736.9,184.0,50.2,2023-08-22,Anulado
7595,Efectivo,76.06,18.65,75.17,2023-06-10,Pagado
7596,Tarjeta,396.26,250.05,68.72,2023-11-11,Pagado
7597,Efectivo,450.62,164.27,1.84,2023-07-29,Pagado
7598,Efectivo,185.8,246.29,24.72,2024-12-26,Anulado
7599,Tarjeta,207.97,198.15,55.86,2024-09-21,Anulado
7600,Efectivo,891.32,139.82,49.2,2024-11-24,Pagado
7601,Transferencia,468.45,193.53,71.07,2023-06-13,Pendiente
7602,Transferencia,597.26,155.31,91.97,2023-12-05,Pendiente
7603,Seguro,863.27,266.85,37.33,2023-11-28,Anulado
7604,Tarjeta,349.22,119.15,32.83,2025-04-11,Pendiente
7605,Transferencia,756.71,13.35,99.78,2024-11-30,Anulado
7606,Efectivo,472.68,138.42,99.55,2025-02-11,Pagado
7607,Tarjeta,1061.15,182.69,1.49,2024-08-02,Anulado
7608,Tarjeta,373.03,156.65,13.13,2024-12-23,Anulado
7609,Seguro,553.94,36.39,47.01,2023-09-17,Anulado
7610,Seguro,838.01,21.14,37.7,2024-02-29,Pendiente
7611,Efectivo,608.3,253.75,84.39,2023-12-29,Pagado
7612,Seguro,1310.47,202.22,67.51,2024-02-11,Anulado
7613,Seguro,1059.24,113.05,45.6,2024-08-20,Pendiente
7614,Seguro,588.18,179.14,44.23,2023-12-28,Pendiente
7615,Seguro,761.14,144.72,69.19,2024-04-25,Anulado
7616,Efectivo,106.89,138.71,3.4,2024-10-06,Pendiente
7617,Tarjeta,328.61,219.3,78.03,2023-10-06,Pagado
7618,Tarjeta,870.6,83.71,77.23,2024-10-27,Anulado
7619,Efectivo,1393.56,215.67,43.4,2023-12-24,Anulado
7620,Seguro,1233.09,134.64,44.68,2023-07-23,Anulado
7621,Transferencia,429.2,120.79,74.39,2024-12-14,Pendiente
7622,Tarjeta,167.97,137.97,87.78,2025-04-28,Pagado
7623,Tarjeta,146.73,65.36,63.82,2024-11-21,Anulado
7624,Seguro,1036.64,175.14,79.89,2023-11-08,Anulado
7625,Efectivo,1475.55,294.96,77.57,2024-05-11,Pagado
7626,Transferencia,533.82,225.55,81.7,2024-02-05,Pendiente
7627,Tarjeta,129.98,156.79,21.53,2024-08-11,Anulado
7628,Efectivo,686.02,219.58,72.56,2024-04-04,Anulado
7629,Efectivo,655.28,56.53,66.22,2024-11-26,Pagado
7630,Transferencia,1124.28,67.45,30.66,2023-11-17,Anulado
7631,Efectivo,866.29,147.62,89.29,2024-07-29,Pendiente
7632,Efectivo,975.34,291.47,28.53,2025-01-12,Anulado
7633,Seguro,757.59,33.54,43.98,2024-08-06,Pagado
7634,Transferencia,933.99,189.37,82.87,2024-03-04,Pendiente
7635,Tarjeta,421.34,126.75,83.04,2025-02-27,Anulado
7636,Efectivo,1456.39,75.18,41.76,2025-01-04,Pagado
7637,Seguro,1447.73,53.55,1.08,2024-05-28,Anulado
7638,Seguro,287.73,199.42,5.68,2024-01-03,Anulado
7639,Tarjeta,256.88,30.31,87.45,2023-11-19,Pendiente
7640,Seguro,700.79,18.91,86.58,2024-07-25,Pagado
7641,Seguro,222.21,33.36,26.78,2024-12-23,Pendiente
7642,Tarjeta,1088.81,13.52,81.0,2024-11-21,Anulado
7643,Efectivo,267.28,23.63,10.46,2024-06-11,Anulado
7644,Seguro,96.92,10.48,91.88,2024-01-16,Pendiente
7645,Efectivo,1308.66,190.2,47.37,2024-01-19,Pendiente
7646,Efectivo,1410.5,144.74,70.67,2024-06-22,Pagado
7647,Transferencia,641.17,283.18,36.42,2024-11-20,Pendiente
7648,Efectivo,1219.53,54.99,24.73,2024-11-10,Pagado
7649,Transferencia,578.06,22.5,79.38,2024-03-13,Pendiente
7650,Efectivo,555.96,123.2,19.34,2023-05-27,Anulado
7651,Tarjeta,603.68,69.81,41.21,2025-02-19,Pendiente
7652,Seguro,532.52,16.35,93.72,2024-09-02,Pendiente
7653,Tarjeta,522.08,269.79,31.71,2025-05-05,Anulado
7654,Efectivo,143.24,170.0,41.32,2025-04-27,Pagado
7655,Seguro,426.49,5.9,39.28,2024-06-29,Pendiente
7656,Seguro,1274.05,187.6,67.87,2025-04-17,Pendiente
7657,Efectivo,1242.28,62.39,6.45,2024-04-18,Pendiente
7658,Tarjeta,447.35,256.89,54.76,2023-10-28,Pendiente
7659,Transferencia,1167.77,19.45,82.05,2023-06-22,Pagado
7660,Transferencia,1380.19,171.22,66.87,2024-02-23,Pagado
7661,Transferencia,1115.56,22.77,52.07,2024-03-30,Pagado
7662,Seguro,1410.43,179.57,60.1,2023-09-29,Pendiente
7663,Seguro,577.79,233.9,20.45,2023-08-13,Pendiente
7664,Efectivo,121.29,89.77,65.55,2025-01-03,Pagado
7665,Tarjeta,672.43,286.07,90.42,2024-06-02,Pendiente
7666,Tarjeta,1450.66,79.58,47.2,2024-08-03,Pagado
7667,Efectivo,885.0,47.47,1.72,2024-07-12,Pagado
7668,Efectivo,1491.04,257.65,23.91,2024-06-28,Anulado
7669,Tarjeta,1005.28,245.47,80.07,2023-08-09,Pagado
7670,Transferencia,894.67,66.01,87.12,2025-01-22,Pendiente
7671,Transferencia,759.92,235.61,11.11,2024-04-25,Anulado
7672,Tarjeta,1077.01,293.58,74.33,2023-10-24,Pagado
7673,Tarjeta,53.77,7.98,17.32,2023-11-13,Pagado
7674,Efectivo,792.89,273.43,99.28,2024-05-20,Anulado
7675,Tarjeta,438.97,34.78,49.39,2023-10-13,Pagado
7676,Seguro,702.71,36.7,71.53,2024-03-22,Pendiente
7677,Efectivo,762.61,242.92,9.49,2024-08-23,Pagado
7678,Tarjeta,393.86,283.78,70.32,2025-05-10,Anulado
7679,Efectivo,410.91,62.87,20.63,2024-09-27,Pendiente
7680,Tarjeta,560.73,50.27,75.44,2023-06-21,Pendiente
7681,Tarjeta,1091.62,294.48,69.81,2023-11-23,Anulado
7682,Efectivo,1168.56,215.62,99.73,2024-02-09,Anulado
7683,Efectivo,883.04,31.06,79.34,2024-12-26,Anulado
7684,Seguro,180.58,249.78,55.06,2024-10-15,Anulado
7685,Tarjeta,162.4,195.16,29.02,2024-11-16,Pendiente
7686,Tarjeta,1228.51,29.03,19.46,2024-06-21,Pagado
7687,Seguro,55.67,156.96,85.33,2025-01-17,Pendiente
7688,Seguro,1323.32,42.45,71.66,2023-08-01,Pagado
7689,Tarjeta,1439.1,75.66,85.61,2024-02-04,Pagado
7690,Seguro,1478.17,166.86,21.48,2023-08-07,Anulado
7691,Efectivo,279.91,75.41,29.36,2023-07-12,Pagado
7692,Seguro,1415.03,162.45,47.68,2024-09-14,Anulado
7693,Efectivo,452.41,139.68,69.66,2023-07-21,Pendiente
7694,Seguro,502.67,81.93,7.8,2025-03-04,Pendiente
7695,Seguro,900.02,200.32,3.36,2024-05-31,Anulado
7696,Transferencia,314.63,104.94,17.66,2024-01-16,Pagado
7697,Tarjeta,438.72,250.75,66.28,2023-07-19,Pagado
7698,Transferencia,1103.96,35.61,95.05,2024-02-29,Pendiente
7699,Transferencia,1382.64,226.05,65.21,2024-08-26,Anulado
7700,Seguro,750.09,276.63,26.38,2024-02-16,Pagado
7701,Efectivo,1128.64,200.64,2.76,2023-08-06,Pendiente
7702,Seguro,307.99,237.51,0.05,2024-04-08,Anulado
7703,Seguro,1411.35,56.16,30.08,2023-12-30,Anulado
7704,Seguro,693.14,37.47,61.26,2024-03-05,Pendiente
7705,Seguro,289.27,155.4,58.45,2023-10-31,Pagado
7706,Seguro,219.87,51.57,51.88,2024-02-01,Anulado
7707,Tarjeta,58.42,225.44,54.95,2024-02-28,Anulado
7708,Efectivo,1297.09,167.9,4.71,2023-05-21,Pagado
7709,Efectivo,1100.62,192.41,85.37,2024-09-17,Anulado
7710,Tarjeta,298.02,10.8,82.72,2024-09-12,Pendiente
7711,Tarjeta,957.87,1.17,70.34,2024-07-25,Anulado
7712,Transferencia,1162.59,58.66,34.55,2025-02-03,Pendiente
7713,Seguro,869.11,63.47,72.98,2024-07-07,Pendiente
7714,Tarjeta,901.85,287.8,1.12,2024-05-22,Pendiente
7715,Efectivo,82.99,238.58,91.37,2024-07-13,Pagado
7716,Seguro,916.64,277.35,13.62,2023-08-30,Pendiente
7717,Seguro,879.66,236.9,82.82,2025-03-31,Anulado
7718,Tarjeta,532.79,183.71,80.93,2025-04-14,Anulado
7719,Transferencia,1396.13,50.65,78.99,2023-08-10,Pagado
7720,Tarjeta,1269.07,89.89,55.09,2024-08-27,Anulado
7721,Seguro,736.73,9.63,23.3,2024-12-23,Anulado
7722,Efectivo,761.54,236.09,4.92,2024-02-05,Pendiente
7723,Transferencia,265.21,114.37,50.63,2024-12-10,Anulado
7724,Transferencia,1241.67,48.5,67.47,2024-12-24,Anulado
7725,Transferencia,219.75,107.44,78.07,2023-11-29,Pagado
7726,Seguro,1378.76,288.7,2.15,2024-03-17,Anulado
7727,Seguro,1451.72,86.93,28.07,2023-10-28,Pagado
7728,Efectivo,1179.92,32.99,99.24,2025-04-20,Pagado
7729,Tarjeta,638.35,249.85,50.08,2024-04-23,Pendiente
7730,Tarjeta,733.29,209.07,61.37,2024-04-15,Anulado
7731,Efectivo,1144.52,43.8,60.22,2023-07-08,Pendiente
7732,Transferencia,805.65,61.13,76.01,2024-11-25,Anulado
7733,Tarjeta,1479.44,279.38,68.77,2024-06-30,Anulado
7734,Seguro,961.63,22.32,31.22,2023-07-29,Anulado
7735,Tarjeta,1223.71,219.65,56.7,2024-12-15,Pendiente
7736,Transferencia,1214.64,24.52,58.15,2025-03-10,Pendiente
7737,Seguro,124.84,140.32,8.83,2023-07-03,Pagado
7738,Efectivo,386.66,56.6,40.16,2024-08-10,Pagado
7739,Transferencia,954.9,34.32,93.34,2023-11-24,Pagado
7740,Tarjeta,435.27,287.3,75.33,2024-02-26,Pagado
7741,Transferencia,514.77,288.69,93.09,2024-11-18,Anulado
7742,Seguro,659.67,245.41,11.02,2023-08-09,Anulado
7743,Transferencia,1016.73,162.59,5.65,2024-09-18,Pagado
7744,Efectivo,547.13,43.73,90.16,2023-12-13,Pagado
7745,Efectivo,1273.92,209.05,75.98,2024-06-07,Anulado
7746,Transferencia,937.14,179.22,89.45,2024-01-06,Anulado
7747,Tarjeta,1101.55,115.92,67.14,2023-08-23,Pendiente
7748,Efectivo,740.0,69.83,65.42,2023-05-29,Pendiente
7749,Transferencia,845.64,83.58,8.82,2024-11-13,Pendiente
7750,Transferencia,83.63,229.35,0.06,2024-10-09,Pagado
7751,Efectivo,1341.35,247.73,0.48,2023-06-18,Pendiente
7752,Tarjeta,855.08,54.35,83.77,2024-12-11,Pagado
7753,Tarjeta,607.44,231.92,96.53,2025-04-23,Anulado
7754,Transferencia,166.42,154.15,62.54,2024-05-19,Anulado
7755,Efectivo,980.51,146.14,65.39,2023-10-28,Pendiente
7756,Transferencia,144.34,135.04,11.28,2025-02-07,Pendiente
7757,Tarjeta,631.02,167.42,79.04,2025-04-05,Anulado
7758,Tarjeta,441.09,180.73,25.66,2024-08-27,Anulado
7759,Tarjeta,91.5,298.62,61.7,2025-01-12,Pagado
7760,Efectivo,932.02,20.84,95.6,2023-09-22,Pendiente
7761,Transferencia,631.06,162.28,60.29,2024-06-04,Anulado
7762,Tarjeta,322.9,291.44,89.52,2024-04-06,Pagado
7763,Seguro,732.43,287.84,16.84,2024-11-11,Pendiente
7764,Transferencia,74.95,274.65,70.0,2023-05-16,Anulado
7765,Efectivo,698.09,0.87,56.39,2024-08-13,Anulado
7766,Efectivo,1000.45,129.19,2.06,2024-03-01,Pagado
7767,Efectivo,594.49,33.08,57.52,2023-08-06,Pendiente
7768,Seguro,585.81,5.3,80.44,2024-02-09,Pendiente
7769,Tarjeta,1253.0,7.64,38.25,2024-01-09,Pagado
7770,Seguro,469.49,81.46,69.06,2023-05-23,Anulado
7771,Tarjeta,911.23,25.53,36.43,2023-05-28,Anulado
7772,Seguro,608.56,215.04,25.61,2024-05-02,Anulado
7773,Tarjeta,420.86,138.67,51.0,2024-09-10,Pagado
7774,Seguro,799.95,154.19,12.42,2024-05-22,Pendiente
7775,Seguro,1490.22,211.51,67.16,2024-07-31,Pagado
7776,Efectivo,167.34,139.31,62.82,2024-07-21,Pagado
7777,Efectivo,761.27,232.95,12.07,2025-01-25,Anulado
7778,Seguro,236.44,289.45,17.28,2025-04-18,Pendiente
7779,Efectivo,173.05,222.18,83.47,2024-05-18,Anulado
7780,Efectivo,289.85,131.96,41.86,2025-03-10,Pendiente
7781,Efectivo,841.0,134.95,50.29,2025-04-07,Pendiente
7782,Transferencia,233.88,116.71,43.47,2023-10-04,Anulado
7783,Efectivo,138.59,260.95,94.28,2024-07-20,Pendiente
7784,Seguro,1328.46,94.67,9.25,2024-04-11,Pendiente
7785,Transferencia,482.48,105.02,30.13,2024-01-28,Pendiente
7786,Transferencia,177.2,117.28,25.43,2024-04-15,Anulado
7787,Efectivo,1456.95,20.02,82.99,2024-01-28,Anulado
7788,Transferencia,90.67,263.53,95.68,2023-08-02,Pendiente
7789,Transferencia,1399.73,90.21,85.6,2024-03-09,Pendiente
7790,Tarjeta,991.29,277.09,14.47,2024-11-23,Pagado
7791,Seguro,556.58,165.5,82.51,2025-03-15,Pendiente
7792,Tarjeta,1201.53,292.85,79.38,2025-01-07,Anulado
7793,Efectivo,713.36,121.11,74.3,2023-11-28,Pendiente
7794,Transferencia,1067.28,254.05,64.43,2024-05-29,Pagado
7795,Efectivo,1452.68,72.18,83.78,2025-01-26,Pendiente
7796,Seguro,904.38,148.15,40.44,2023-06-20,Pendiente
7797,Efectivo,198.58,39.29,36.88,2024-10-02,Pagado
7798,Seguro,684.61,70.14,22.37,2024-12-25,Pagado
7799,Seguro,1115.65,14.64,10.29,2024-05-14,Pagado
7800,Tarjeta,716.31,229.21,41.84,2024-10-28,Pagado
7801,Tarjeta,1291.99,182.17,22.89,2023-11-01,Pagado
7802,Seguro,51.77,138.33,62.92,2025-04-08,Pendiente
7803,Tarjeta,1295.78,102.99,50.49,2024-03-12,Pagado
7804,Tarjeta,1199.8,130.38,18.99,2024-06-13,Anulado
7805,Transferencia,1409.75,247.52,92.04,2024-12-06,Pagado
7806,Efectivo,1023.7,296.26,84.17,2023-11-14,Pagado
7807,Tarjeta,343.27,232.39,13.26,2023-06-24,Anulado
7808,Efectivo,124.72,97.29,91.75,2024-06-22,Pagado
7809,Efectivo,449.35,299.25,72.29,2024-09-14,Pendiente
7810,Transferencia,74.76,135.95,54.45,2024-05-27,Anulado
7811,Transferencia,369.12,33.96,7.75,2024-09-01,Pendiente
7812,Transferencia,1060.75,65.98,85.01,2024-12-03,Pagado
7813,Seguro,542.25,205.93,77.66,2024-03-08,Pendiente
7814,Tarjeta,394.74,86.31,15.07,2024-03-28,Pendiente
7815,Tarjeta,1239.72,261.14,58.69,2023-09-28,Pendiente
7816,Transferencia,1429.3,140.04,6.31,2025-03-18,Pendiente
7817,Tarjeta,991.72,62.77,4.71,2023-11-26,Pagado
7818,Tarjeta,189.3,227.45,55.21,2023-06-03,Anulado
7819,Efectivo,726.21,28.7,15.59,2024-05-10,Pagado
7820,Transferencia,537.52,78.86,81.25,2024-07-19,Anulado
7821,Efectivo,1351.66,284.38,75.34,2024-04-05,Pagado
7822,Tarjeta,200.57,163.84,96.27,2024-12-31,Anulado
7823,Tarjeta,471.03,256.46,7.8,2025-03-18,Anulado
7824,Efectivo,909.69,91.23,99.38,2024-12-03,Anulado
7825,Transferencia,962.77,264.83,89.55,2025-03-28,Anulado
7826,Seguro,1395.51,226.56,37.68,2023-05-13,Pendiente
7827,Tarjeta,645.92,249.99,10.24,2024-04-27,Pagado
7828,Tarjeta,112.65,91.52,36.68,2024-04-20,Pendiente
7829,Transferencia,227.1,293.85,44.44,2024-10-30,Pendiente
7830,Transferencia,1470.26,243.06,72.11,2024-12-21,Pagado
7831,Tarjeta,1491.94,14.19,13.05,2025-03-18,Pendiente
7832,Tarjeta,237.14,290.37,45.01,2023-11-29,Pendiente
7833,Seguro,501.11,296.41,66.21,2025-02-06,Pagado
7834,Transferencia,1378.36,243.33,62.26,2024-08-02,Pendiente
7835,Tarjeta,1380.87,19.82,31.67,2024-02-26,Anulado
7836,Tarjeta,690.8,253.38,83.84,2024-09-05,Anulado
7837,Tarjeta,1101.88,126.5,47.12,2025-03-07,Anulado
7838,Transferencia,232.24,190.31,71.4,2025-05-09,Pagado
7839,Efectivo,773.06,227.84,69.34,2023-10-01,Pagado
7840,Efectivo,108.16,12.04,86.84,2024-04-04,Pagado
7841,Transferencia,618.92,14.42,33.15,2025-01-10,Anulado
7842,Efectivo,501.44,102.12,38.71,2024-06-05,Pendiente
7843,Seguro,1079.6,26.68,20.02,2025-03-15,Anulado
